////////////////////////////////////////////////////////////////////////////////																												
//对敌人之攻击伤害值 = 自身攻击伤害值 – 敌方防御力																												
//对敌人之攻击成功率 = 自身攻击成功率 – 敌方防御成功率																												
//对敌人之闪躲成功率 = 自身防御成功率 – 敌方攻击成功率																												
// 套装属性  (1:力量, 2:敏捷性, 3:精力, 4:体力)"																												
// itemSlot  (-1: 基本设定, 0:左手武器, 1:右手武器, 2:头盔, 3: 盔甲, 4: 护腿, 5: 护手, 6: 鞋, 7:翅膀, 8:补助Unit, 9:项链, 10:戒子)"																												
// skilltype (0:没有技能, 在skill.txt以技能Index设定)"																												
// sirial : 要不要输入序号?																												
// option : 要显示特殊功能?																												
//不会从怪物身上掉下的物品?																												
//Index	ItemSlot	SkillType	x	y	sirial	option	drop	Name	level	DamMin	DamMax	Speed	Dur	MagicDur	MagicPW	NLvl	Str	Dex	Eng	Hea	Cha	全套属性	法师	剑士	弓箭手	魔剑士	圣导师	召唤术师
0	//剑类																											
71	9	0	1	1	1	1	0	"神圣天使项链(战)"	150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
72	9	0	1	1	1	1	0	"灵魂天使项链(战)"	150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
73	9	0	1	1	1	1	0	"蓝眼天使项链(战)"	150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
74	9	0	1	1	1	1	0	"王者项链(战)"		150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
75	9	0	1	1	1	1	0	"浴血项链(战)"		150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
76	9	0	1	1	1	1	0	"毁灭项链(战)"		150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
77	9	0	1	1	1	1	0	"寡妇项链(战)"		150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
78	9	0	1	1	1	1	0	"觉醒项链(战)"		150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1

80	9	0	1	1	1	1	0	"祝福大天使项链(弓)"	150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
81	9	0	1	1	1	1	0	"神圣天使项链(弓)"	150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
82	9	0	1	1	1	1	0	"灵魂天使项链(弓)"	150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
83	9	0	1	1	1	1	0	"蓝眼天使项链(弓)"	150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1

90	9	0	1	1	1	1	0	"祝福大天使项链(圣)"	150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
91	9	0	1	1	1	1	0	"神圣天使项链(圣)"	150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
92	9	0	1	1	1	1	0	"灵魂天使项链(圣)"	150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
93	9	0	1	1	1	1	0	"蓝眼天使项链(圣)"	150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
94	9	0	1	1	1	1	0	"寡妇项链(圣)"		150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
95	9	0	1	1	1	1	0	"觉醒项链(圣)"		150	0	0	0	168	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1

//装备锻造
150	0	24	2	3	1	1	0	"祝福大天使之弩"	100	144	146	35	200	0	0	0	40	110	0	0	0	0	0	0	1	0	0	0
151	0	24	2	3	1	1	0	"祝福大天使之弩(传说)"	100	144	146	35	200	0	0	0	40	110	0	0	0	0	0	0	1	0	0	0
152	0	24	2	3	1	1	0	"祝福大天使之弩(神话)"	100	144	146	35	200	0	0	0	40	110	0	0	0	0	0	0	1	0	0	0
153	1	24	2	4	1	1	0	"灵魂之弓(精炼)"	147	177	200	45	93	0	0	0	46	210	0	0	0	0	0	0	2	0	0	0
154	1	24	2	4	1	1	0	"灵魂之弓(传说)"	147	177	200	45	93	0	0	0	46	210	0	0	0	0	0	0	2	0	0	0
155	1	24	2	4	1	1	0	"灵魂之弓(神话)"	147	177	200	45	93	0	0	0	46	210	0	0	0	0	0	0	2	0	0	0
156	1	24	2	4	1	1	0	"神圣天使之弓(精炼)"	147	177	200	45	93	0	0	0	46	210	0	0	0	0	0	0	2	0	0	0
157	1	24	2	4	1	1	0	"神圣天使之弓(传说)"	147	177	200	45	93	0	0	0	46	210	0	0	0	0	0	0	2	0	0	0
158	1	24	2	4	1	1	0	"神圣天使之弓(神话)"	147	177	200	45	93	0	0	0	46	210	0	0	0	0	0	0	2	0	0	0
159	1	24	2	4	1	1	0	"蓝眼之弓(精炼)"	147	177	200	45	93	0	0	0	46	210	0	0	0	0	0	0	2	0	0	0
160	1	24	2	4	1	1	0	"蓝眼之弓(传说)"	147	177	200	45	93	0	0	0	46	210	0	0	0	0	0	0	2	0	0	0
161	1	24	2	4	1	1	0	"蓝眼之弓(神话)"	147	177	200	45	93	0	0	0	46	210	0	0	0	0	0	0	2	0	0	0

162	1	24	2	4	1	1	0	"银心之弓(传说)"	147	177	200	45	93	0	0	0	46	210	0	0	0	0	0	0	2	0	0	0
163	1	24	2	4	1	1	0	"银心之弓(神话)"	147	177	200	45	93	0	0	0	46	210	0	0	0	0	0	0	2	0	0	0

end																												
5	//杖类																											
0	0	0	1	3	1	1	1	"骷髅杖"	6	3	4	20	0	20	6	0	40	0	0	0	0	3	1	0	0	1	0	1
1	0	0	2	3	1	1	1	"天使杖"	18	10	12	25	0	38	20	0	50	0	0	0	0	3	1	0	0	1	0	0
2	0	0	2	3	1	1	1	"毒蛇杖"	30	17	18	25	0	50	34	0	50	0	0	0	0	3	1	0	0	1	0	0
3	0	0	2	4	1	1	1	"闪电杖"	42	23	25	25	0	60	46	0	40	10	0	0	0	3	1	0	0	1	0	0
4	0	0	2	4	1	1	1	"戈登之杖"	52	29	32	25	0	65	58	0	50	0	0	0	0	3	1	0	0	1	0	0
5	0	0	1	4	1	1	1	"传说之杖"	59	29	31	25	0	66	59	0	50	0	0	0	0	3	1	0	0	1	0	0
6	0	0	1	4	1	1	1	"复活之杖"	70	35	39	25	0	70	70	0	60	10	0	0	0	3	1	0	0	1	0	0
7	0	0	2	4	1	1	0	"玛雅雷杖"	75	47	48	30	0	70	94	0	60	10	0	0	0	0	1	0	0	1	0	0
8	0	0	2	4	1	1	1	"毁灭之杖"	90	50	54	30	0	85	101	0	60	10	0	0	0	3	1	0	0	1	0	0
9	0	0	1	4	1	1	1	"麒麟之杖"	100	46	48	30	0	91	92	0	52	16	0	0	0	3	2	0	0	0	0	0
10	0	0	1	4	1	1	0	"大天使之杖"	104	53	55	20	0	182	106	0	36	4	0	0	0	0	1	0	0	1	0	0
11	0	0	1	4	1	1	1	"昆顿之杖"	140	55	61	30	0	95	110	0	45	16	0	0	0	0	2	0	0	1	0	0
12	0	0	1	4	1	1	1	"死神之杖"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0
13	0	0	1	4	1	1	1	"幻月雷杖"	110	51	53	30	0	78	120	0	50	16	0	0	0	0	2	0	0	0	0	0
14	0	0	1	4	1	1	1	"迷之杖"	28	17	18	25	0	50	34	0	34	14	0	0	0	0	0	0	0	0	0	1
15	0	0	1	4	1	1	1	"飓风之杖"	42	23	25	25	0	60	46	0	33	17	0	0	0	0	0	0	0	0	0	1
16	0	0	1	4	1	1	1	"红翼之杖"	59	29	31	25	0	65	59	0	36	14	0	0	0	0	0	0	0	0	0	1
17	0	0	1	4	1	1	1	"远古之杖"	78	38	40	25	0	81	76	0	50	19	0	0	0	0	0	0	0	0	0	1
18	0	0	1	4	1	1	1	"魔灵之杖"	100	46	48	30	0	91	92	0	54	15	0	0	0	3	0	0	0	0	0	2
19	0	0	1	4	1	1	1	"风影之杖"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2
20	0	0	1	4	1	1	1	"恒翼之杖"	147	66	74	30	0	100	106	0	1	1	0	0	0	0	0	0	0	0	0	2
21	1	223	1	2	1	1	1	"火龙兽之书"	52	0	0	25	0	60	46	0	0	20	135	0	0	0	0	0	0	0	0	1
22	1	224	1	2	1	1	1	"异灵之书"	59	0	0	25	0	65	59	0	0	25	168	0	0	0	0	0	0	0	0	1
23	1	225	1	2	1	1	1	"污灵之书"	65	0	0	25	0	50	72	0	0	30	201	0	0	0	0	0	0	0	0	1
30	0	0	1	4	1	1	1	"致命魔杖"	138	57	59	30	0	91	126	0	47	18	0	0	0	3	0	0	0	1	0	0
31	0	0	1	4	1	1	1	"魔狱之杖"	137	57	61	30	0	182	124	0	48	14	0	0	0	0	2	0	0	0	0	0
32	0	0	1	4	1	1	1	"绝望之杖"	130	70	80	35	0	182	135	0	53	15	0	0	0	0	0	0	0	0	0	1
33	0	0	1	4	1	1	0	"多彩之杖"	147	55	57	30	0	78	124	0	50	12	0	0	0	0	2	0	0	1	0	0
34	0	0	1	4	1	1	0	"乌鸦魔杖"	147	70	78	30	0	98	130	0	50	14	0	0	0	0	0	0	0	0	0	2
//新增S11祝福大天使武器
36	0	0	1	4	1	1	0	"大天使魔杖"	104	153	165	35	0	182	146	0	55	13	0	0	0	0	0	0	0	0	0	1

49	0	0	1	4	1	1	0	"祝福大天使之杖[封印]"	104	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	0	0	1	4	1	1	0	"祝福大天使魔杖[封印]"	104	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0

//新增S13神圣天使武器
53	0	0	1	4	1	1	0	"神圣天使之杖"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0	
54	0	0	1	4	1	1	0	"神圣天使魔杖"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2

//新增S14灵魂武器
55	0	0	1	4	1	1	0	"灵魂之杖"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0	
56	0	0	1	4	1	1	0	"灵魂魔杖"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2

61	0	0	1	4	1	1	0	"蓝眼之杖"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0
62	0	0	1	4	1	1	0	"蓝眼魔杖"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2

61	0	0	1	4	1	1	0	"蓝眼之杖"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0	
62	0	0	1	4	1	1	0	"蓝眼魔杖"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2	
64	0	0	1	4	1	1	0	"银心之杖"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0	
65	0	0	1	4	1	1	0	"银心魔杖"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2	

70	9	0	1	1	1	1	0	"祝福大天使项链(法)"	150	0	0	0	0	168	0	0	0	0	0	0	0	3	1	1	1	1	1	1
71	9	0	1	1	1	1	0	"神圣天使项链(法)"	150	0	0	0	0	168	0	0	0	0	0	0	0	3	1	1	1	1	1	1
72	9	0	1	1	1	1	0	"灵魂天使项链(法)"	150	0	0	0	0	168	0	0	0	0	0	0	0	3	1	1	1	1	1	1
73	9	0	1	1	1	1	0	"蓝眼天使项链(法)"	150	0	0	0	0	168	0	0	0	0	0	0	0	3	1	1	1	1	1	1

80	9	0	1	1	1	1	0	"祝福大天使项链(魔)"	150	0	0	0	0	168	0	0	0	0	0	0	0	3	1	1	1	1	1	1
81	9	0	1	1	1	1	0	"神圣天使项链(魔)"	150	0	0	0	0	168	0	0	0	0	0	0	0	3	1	1	1	1	1	1
82	9	0	1	1	1	1	0	"灵魂天使项链(魔)"	150	0	0	0	0	168	0	0	0	0	0	0	0	3	1	1	1	1	1	1
83	9	0	1	1	1	1	0	"蓝眼天使项链(魔)"	150	0	0	0	0	168	0	0	0	0	0	0	0	3	1	1	1	1	1	1
84	9	0	1	1	1	1	0	"寡妇项链(魔)"		150	0	0	0	0	168	0	0	0	0	0	0	0	3	1	1	1	1	1	1
85	9	0	1	1	1	1	0	"觉醒项链(魔)"		150	0	0	0	0	168	0	0	0	0	0	0	0	3	1	1	1	1	1	1

90	9	0	1	1	1	1	0	"祝福大天使项链(召)"	150	0	0	0	0	168	0	0	0	0	0	0	0	3	1	1	1	1	1	1
91	9	0	1	1	1	1	0	"神圣天使项链(召)"	150	0	0	0	0	168	0	0	0	0	0	0	0	3	1	1	1	1	1	1
92	9	0	1	1	1	1	0	"灵魂天使项链(召)"	150	0	0	0	0	168	0	0	0	0	0	0	0	3	1	1	1	1	1	1
93	9	0	1	1	1	1	0	"蓝眼天使项链(召)"	150	0	0	0	0	168	0	0	0	0	0	0	0	3	1	1	1	1	1	1

//装备锻造
150	0	0	1	4	1	1	0	"祝福大天使之杖"	104	53	55	20	0	182	106	0	36	4	0	0	0	0	1	0	0	1	0	0
151	0	0	1	4	1	1	0	"祝福大天使之杖(传说)"	104	53	55	20	0	182	106	0	36	4	0	0	0	0	1	0	0	1	0	0
152	0	0	1	4	1	1	0	"祝福大天使之杖(神话)"	104	53	55	20	0	182	106	0	36	4	0	0	0	0	1	0	0	1	0	0
153	0	0	1	4	1	1	0	"祝福大天使魔杖"	104	153	165	30	0	182	146	0	55	13	0	0	0	0	0	0	0	0	0	1
154	0	0	1	4	1	1	0	"祝福大天使魔杖(传说)"	104	153	165	30	0	182	146	0	55	13	0	0	0	0	0	0	0	0	0	1
155	0	0	1	4	1	1	0	"祝福大天使魔杖(神话)"	104	153	165	30	0	182	146	0	55	13	0	0	0	0	0	0	0	0	0	1
156	0	0	1	4	1	1	0	"灵魂之杖(精炼)"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0	
157	0	0	1	4	1	1	0	"灵魂之杖(传说)"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0	
158	0	0	1	4	1	1	0	"灵魂之杖(神话)"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0	
159	0	0	1	4	1	1	0	"灵魂魔杖(精炼)"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2	
160	0	0	1	4	1	1	0	"灵魂魔杖(传说)"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2	
161	0	0	1	4	1	1	0	"灵魂魔杖(神话)"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2	
162	0	0	1	4	1	1	0	"神圣天使之杖(精炼)"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0
163	0	0	1	4	1	1	0	"神圣天使之杖(传说)"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0	
164	0	0	1	4	1	1	0	"神圣天使之杖(神话)"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0	
165	0	0	1	4	1	1	0	"神圣天使魔杖(精炼)"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2	
166	0	0	1	4	1	1	0	"神圣天使魔杖(传说)"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2	
167	0	0	1	4	1	1	0	"神圣天使魔杖(神话)"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2
168	0	0	1	4	1	1	0	"蓝眼之杖(精炼)"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0
169	0	0	1	4	1	1	0	"蓝眼之杖(传说)"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0
170	0	0	1	4	1	1	0	"蓝眼之杖(神话)"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0
171	0	0	1	4	1	1	0	"蓝眼魔杖(精炼)"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2
172	0	0	1	4	1	1	0	"蓝眼魔杖(传说)"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2
173	0	0	1	4	1	1	0	"蓝眼魔杖(神话)"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2
174	0	0	1	4	1	1	0	"银心之杖(传说)"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0
175	0	0	1	4	1	1	0	"银心之杖(神话)"	147	66	74	30	0	100	130	0	39	13	0	0	0	0	2	0	0	0	0	0
176	0	0	1	4	1	1	0	"银心魔杖(传说)"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2	
177	0	0	1	4	1	1	0	"银心魔杖(神话)"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2	

end																												
//Index	ItemSlot	SkillType	x	y	sirial	option	drop	Name	Level	Defence	MagDef		Dur			NeedLevel	Str	Dex	Eng	Hea	Cha	全套属性	法师	剑士	弓箭手	魔剑士	圣导师	召唤术师
6	//盾类																											
0	1	0	2	2	1	1	1	"圆盾"		3	1	3		22			0	70	0	0	0	0	4	1	1	1	1	1	0
1	1	0	2	2	1	1	1	"战士之盾"	9	3	9		28			0	100	0	0	0	0	4	0	1	0	1	1	0
2	1	0	2	2	1	1	1	"风之盾"	12	4	12		32			0	110	0	0	0	0	4	0	1	0	1	1	0
3	1	0	2	2	1	1	1	"魔法之盾"	21	8	21		36			0	30	100	0	0	0	4	0	0	1	0	0	0
4	1	18	2	2	1	1	1	"钢铁之盾"	6	2	6		24			0	80	0	0	0	0	4	1	1	1	1	1	0
5	1	18	2	2	1	1	1	"龙之盾"	35	10	36		44			0	100	40	0	0	0	4	0	1	0	1	1	0
6	1	18	2	2	1	1	1	"骷髅之盾"	15	5	15		34			0	110	0	0	0	0	4	1	1	1	1	1	0
7	1	18	2	2	1	1	1	"尖刺之盾"	30	9	30		40			0	130	0	0	0	0	4	0	1	0	1	1	0
8	1	18	2	2	1	1	1	"失落之盾"	40	11	40		46			0	130	0	0	0	0	4	0	1	1	1	1	0
9	1	18	2	2	1	1	1	"远古之盾"	25	8	25		38			0	120	0	0	0	0	4	0	1	0	1	1	0
10	1	18	2	2	1	1	1	"自由之盾"	18	6	18		35			0	120	0	0	0	0	4	0	1	0	1	1	0
11	1	18	2	2	1	1	1	"毒蛇之盾"	45	12	45		48			0	130	0	0	0	0	4	0	1	1	1	1	0
12	1	18	2	2	1	1	1	"布朗司"	54	13	54		52			0	140	0	0	0	0	4	0	1	0	1	0	0
13	1	18	2	2	1	1	1	"火龙之盾"	60	14	60		60			0	120	40	0	0	0	4	0	1	0	1	0	0
14	1	0	2	3	1	1	1	"传说之盾"	48	7	48		50			0	90	25	0	0	0	4	1	0	1	1	0	0
15	1	0	2	3	1	1	1	"麒麟之盾"	74	12	55		55			0	70	23	0	0	0	4	2	0	0	0	0	0
16	1	0	2	2	1	1	1	"精灵之盾"	66	11	28		51			0	30	60	30	0	0	4	0	0	2	0	0	0
17	1	18	2	2	1	1	1	"荣誉之盾"	104	19	90		51			0	95	48	0	0	0	4	0	2	0	0	0	0
18	1	18	2	2	1	1	1	"火蛇之盾"	102	20	96		51			0	80	61	0	0	0	4	0	0	0	1	0	0
19	1	0	2	2	1	1	1	"寒冰之盾"	99	14	58		51			0	26	53	26	0	0	4	0	0	2	0	0	0
20	1	18	2	2	1	1	1	"亡魂之盾"	106	12	30		51			0	54	18	0	0	0	4	2	0	0	0	0	0
21	1	18	2	2	1	1	0	"十字架之盾"	70	16	75		65			0	140	55	0	0	0	4	0	0	0	0	1	0

22	1	18	2	2	1	1	0	"疾风之盾"		80	36	108		90			0	1	1	0	0	0	0	1	1	1	1	1	1
23	1	18	2	2	1	1	0	"光芒之盾"		80	23	69		90			0	1	1	0	0	0	0	1	1	1	1	1	1
24	1	18	2	2	1	1	0	"黑魔之盾"		80	21	63		90			0	1	1	0	0	0	0	1	1	1	1	1	1
25	1	18	2	2	1	1	0	"魔骑之盾"		80	29	87		90			0	1	1	0	0	0	0	1	1	1	1	1	1
26	1	18	2	2	1	1	0	"野望之盾"		131	25	75		90			0	1	1	0	0	0	0	1	1	1	1	1	1

30	1	18	2	2	1	1	0	"血色骑士之盾"	150	14	60		60			0	0	0	0	0	0	4	1	1	1	1	1	1
31	1	18	2	2	1	1	0	"血色魔剑之盾"	150	14	60		60			0	0	0	0	0	0	4	1	1	1	1	1	1
32	1	0	2	3	1	1	0	"血色魔幻之盾"	150	7	48		50			0	0	0	0	0	0	4	1	1	1	1	1	1
33	1	18	2	2	1	1	0	"血色祭师之盾"	150	12	45		48			0	0	0	0	0	0	4	1	1	1	1	1	1
34	1	0	2	3	1	1	0	"银心大法师之盾"	150	7	48		50			0	0	0	0	0	0	4	1	1	1	1	1	1
35	1	0	2	3	1	1	0	"银心魔幻之盾"	150	7	48		50			0	0	0	0	0	0	4	1	1	1	1	1	1
36	1	18	2	2	1	1	0	"银心大祭司之盾"	150	12	45		48			0	0	0	0	0	0	4	1	1	1	1	1	1
37	1	18	2	2	1	1	0	"倚天骑士之盾"	150	14	60		60			0	0	0	0	0	0	4	1	1	1	1	1	1
38	1	18	2	2	1	1	0	"王者骑士之盾"	150	14	60		60			0	0	0	0	0	0	4	1	1	1	1	1	1
39	1	18	2	2	1	1	0	"觉醒骑士之盾"	150	14	60		60			0	0	0	0	0	0	4	1	1	1	1	1	1
40	1	18	2	2	1	1	0	"倚天魔骑之盾"	150	14	60		60			0	0	0	0	0	0	4	1	1	1	1	1	1
41	1	18	2	2	1	1	0	"王者祭师之盾"	150	12	45		48			0	0	0	0	0	0	4	1	1	1	1	1	1
42	1	18	2	2	1	1	0	"觉醒魔骑之盾"	150	14	60		60			0	0	0	0	0	0	4	1	1	1	1	1	1
end

//Index	ItemSlot	SkillType	x	y	sirial	option	drop	Name	Level	Defence	MagDef		Dur			NeedLevel	Str	Dex	Eng	Hea	Cha	全套属性	法师	剑士	弓箭手	魔剑士	圣导师	召唤术师
7	//头盔																											
0	2	0	2	2	1	1	1	"青铜盔"	16	9	0		34			0	80	20	0	0	0	4	0	1	0	0	1	0
1	2	0	2	2	1	1	1	"龙王之盔"	57	24	0		68			0	120	30	0	0	0	4	0	1	0	0	0	0
2	2	0	2	2	1	1	1	"革盔"		5	4	0		28			0	20	0	0	0	0	4	1	0	0	0	0	0
3	2	0	2	2	1	1	1	"传说之盔"	50	18	0		42			0	30	0	0	0	0	4	1	0	0	0	0	0
4	2	0	2	2	1	1	1	"骷髅头盔"	18	9	0		30			0	30	0	0	0	0	4	1	0	0	0	0	0
5	2	0	2	2	1	1	1	"皮盔"		6	5	0		30			0	80	0	0	0	0	4	0	1	0	0	1	0
6	2	0	2	2	1	1	1	"翡翠盔"	26	12	0		40			0	110	0	0	0	0	4	0	1	0	0	0	0
7	2	0	2	2	1	1	1	"魔王之盔"	32	13	0		36			0	30	0	0	0	0	4	1	0	0	0	0	0
8	2	0	2	2	1	1	1	"黄金盔"	36	17	0		44			0	100	30	0	0	0	4	0	1	0	0	0	0
9	2	0	2	2	1	1	1	"白金盔"	46	20	0		50			0	130	0	0	0	0	4	0	1	0	0	0	0
10	2	0	2	2	1	1	1	"藤盔"		6	4	0		22			0	30	60	0	0	0	4	0	0	1	0	0	0
11	2	0	2	2	1	1	1	"天蚕之盔"	16	8	0		26			0	30	70	0	0	0	4	0	0	1	0	0	0
12	2	0	2	2	1	1	1	"风之盔"	28	12	0		32			0	30	80	0	0	0	4	0	0	1	0	0	0
13	2	0	2	2	1	1	1	"精灵之盔"	40	16	0		38			0	40	80	0	0	0	4	0	0	1	0	0	0
14	2	0	2	2	1	1	1	"女神之盔"	53	23	0		45			0	40	80	0	0	0	4	0	0	1	0	0	0
//15	2	0	2	2	1	1	1	"__亚特兰蒂斯"	53	23	0		45			0	40	80	0	0	0	4	0	0	1	0	0	0
16	2	0	2	2	1	1	1	"黑龙王之盔"	82	30	0		74			0	170	60	0	0	0	4	0	1	0	0	0	0
17	2	0	2	2	1	1	1	"黑凤凰之盔"	92	43	0		80			0	205	62	0	0	0	4	0	2	0	0	0	0
18	2	0	2	2	1	1	1	"火麒麟之盔"	81	27	0		67			0	59	20	0	0	0	4	2	0	0	0	0	0
19	2	0	2	2	1	1	1	"圣灵之盔"	85	37	0		74			0	50	110	0	0	0	4	0	0	2	0	0	0
21	2	0	2	2	1	1	1	"龙炎之盔"	104	23	0		86			0	200	58	0	0	0	4	0	2	0	0	0	0
22	2	0	2	2	1	1	1	"黑炎之盔"	110	36	0		75			0	55	18	0	0	0	4	2	0	0	0	0	0
24	2	0	2	2	1	1	1	"红羽之盔"	93	46	0		80			0	52	115	0	0	0	4	0	0	2	0	0	0
25	2	0	2	2	1	1	1	"圣元之盔"	46	20	0		42			0	70	20	0	0	0	4	0	0	0	0	1	0
26	2	0	2	2	1	1	1	"圣魂之盔"	66	24	0		56			0	77	21	0	0	0	4	0	0	0	0	1	0
27	2	0	2	2	1	1	1	"神圣之盔"	86	26	0		70			0	84	22	0	0	0	4	0	0	0	0	1	0
28	2	0	2	2	1	1	1	"至尊之盔"	106	34	0		78			0	80	21	0	0	0	4	0	0	0	0	1	0
29	2	0	2	2	1	1	1	"暗黑斗神之盔"	130	66	0		90			0	170	60	0	0	0	0	0	2	0	0	0	0
30	2	0	2	2	1	1	1	"法魂玄灵之盔"	126	48	0		86			0	44	15	0	0	0	0	2	0	0	0	0	0
31	2	0	2	2	1	1	1	"紫灵之盔"	126	57	0		86			0	38	80	0	0	0	0	0	0	2	0	0	0
//32	2	0	2	2	1	1	1	"__天魔斗神"	126	57	0		86			0	38	80	0	0	0	0	0	0	2	0	0	0
33	2	0	2	2	1	1	1	"宙斯之盔"	130	46	0		82			0	62	16	0	0	0	0	0	0	0	0	1	0
34	2	0	2	2	1	1	1	"暴风之盔"	67	27	0		72			0	160	50	0	0	0	0	0	1	0	0	0	0
35	2	0	2	2	1	1	1	"幻月之盔"	67	22	0		54			0	53	12	0	0	0	4	1	0	0	0	0	0
36	2	0	2	2	1	1	1	"碧影之盔"	67	30	0		59			0	50	70	0	0	0	4	0	0	1	0	0	0
38	2	0	2	2	1	1	1	"圣光之盔"	97	30	0		74			0	80	21	0	0	0	4	0	0	0	0	1	0
39	2	0	2	2	1	1	1	"飓风之盔"	28	13	0		36			0	31	0	0	0	0	4	0	0	0	0	0	1
40	2	0	2	2	1	1	1	"红翼之盔"	50	18	0		42			0	26	4	0	0	0	4	0	0	0	0	0	1
41	2	0	2	2	1	1	1	"远古之盔"	68	24	0		54			0	52	16	0	0	0	4	0	0	0	0	0	1
42	2	0	2	2	1	1	1	"魔灵之盔"	81	32	0		67			0	60	20	0	0	0	4	0	0	0	0	0	2
43	2	0	2	2	1	1	1	"风影之盔"	110	43	0		75			0	56	20	0	0	0	0	0	0	0	0	0	2
44	2	0	2	2	1	1	1	"恒翼之盔"	116	35	0		86			0	62	20	170	0	0	0	0	0	0	0	0	2
45	2	0	2	2	1	1	1	"泰坦之盔"	111	63	0		86			0	222	32	0	0	0	0	0	1	0	0	0	0
46	2	0	2	2	1	1	1	"勇气之盔"	107	51	0		86			0	74	162	0	0	0	0	0	1	0	0	0	0
49	2	0	2	2	1	1	1	"恐惧之盔"	111	50	0		86			0	55	197	0	0	0	0	0	0	1	0	0	0
50	2	0	2	2	1	1	1	"灵光之盔"	104	44	0		86			0	32	29	138	0	0	0	0	0	1	0	0	0
