//---------------------------------------------------------------------------------------------------------------------																																	
//技能表-不懂不要乱改
//修改请用EXCEL打开修改-先打开EXCEL->文件->打开->选择本文件(文件类型选择有TXT格式的)	
//在弹出的文本导入向导中的第二步,文本识别符号(Q)->默认为",选择改为{无},然后就下一步然后结束,这样文件的引号不会被去掉																															
//---------------------------------------------------------------------------------------------------------------------
//以下功能不是每样都有效的,具体请以实际情况为准
//编号		技能编号
//Name		技能名称
//等级		技能所需等级
//伤害		技能伤害
//魔法值	技能所需魔法值
//AG		技能所需AG值
//距离		技能使用距离
//延迟		技能使用间隔
//智力		技能所需智力
//统率		技能所需统率																															
//属性1 	[-1(无). 0(冰). 1(毒). 2(雷). 3(火). 4(土). 5(风). 6(水)]
//		如果技能是0(冰)属性,那么你使用此技能,那么最后攻击的效果会增加你冰属性伤害,一般就是首饰的冰属性,如果没戴冰属性的首饰也没用.(对法师技能无效)																												
//属性2 	[-1(无). 0(物理). 1(魔法)]
//skillusetype	[0(一般技能). 1(职责技能_战盟). 3(大师等级:被动). 4(大师等级: 主动)]																																	
//skillbrand 	前置技能. 若是大师等级的主动强化技能必须置入先行技能条件之类的技能
//KillCout	符合一定的杀人才能用(职务技能和幻影寺院使用)
//盟主		符合此条件才能使用
//副盟主	符合此条件才能使用	
//战斗队长	符合此条件才能使用
//法师		符合此条件才能使用	
//战士		符合此条件才能使用
//弓箭手	符合此条件才能使用	
//魔剑士	符合此条件才能使用	
//圣导师	符合此条件才能使用
//召唤术师	符合此条件才能使用
//SkillRank	大师技能使用
//SkillGroup	大师技能使用
//rAG		无用
//rShield	无用
//持续时间	无用
//所需力量	大师技能加点的时候用到,但是目前没有任何技能需求力量和敏捷
//所需敏捷	大师技能加点的时候用到,但是目前没有任何技能需求力量和敏捷
//图标编号	无用
//技能类型	无用
//---------------------------------------------------------------------------------------------------------------------
//编号	Name	等级	伤害	魔法值	AG	距离	延迟	智力	统率	属性1	属性2	SkilluseType	SkillBrand	KillCout	盟主	副盟主	战斗队长	法师	战士	弓箭手	魔剑士	圣导师	召唤术师	SkillRank	SkillGroup	所需点数	rAG	rShield	持续时间	所需力量	所需敏捷	图标编号	技能类型
352	"防御力增加"	3	150	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	11	1	0	0	0	0	0	11	0
353	"防御力增加"	4	200	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	11	2	0	0	0	0	0	11	0
354	"防御力增加"	5	250	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	11	2	0	0	0	0	0	11	0
355	"最大生命力增加"	1	50	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	12	1	0	0	0	0	0	12	0
356	"最大生命力增加"	2	100	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	12	1	0	0	0	0	0	12	0
357	"最大生命力增加"	3	150	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	12	1	0	0	0	0	0	12	0
358	"最大生命力增加"	4	200	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	12	2	0	0	0	0	0	12	0
359	"最大生命力增加"	5	300	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	12	2	0	0	0	0	0	12	0
360	"最大AG 增加"	1	60	0	0	0	0	0	0	-1	-1	3	359	0	0	0	0	3	3	3	3	3	3	3	13	1	0	0	0	0	0	13	0
361	"最大AG 增加"	2	120	0	0	0	0	0	0	-1	-1	3	360	0	0	0	0	3	3	3	3	3	3	3	13	1	0	0	0	0	0	13	0
362	"最大AG 增加"	3	180	0	0	0	0	0	0	-1	-1	3	361	0	0	0	0	3	3	3	3	3	3	3	13	1	0	0	0	0	0	13	0
363	"最大AG 增加"	4	240	0	0	0	0	0	0	-1	-1	3	362	0	0	0	0	3	3	3	3	3	3	3	13	2	0	0	0	0	0	13	0
364	"最大AG 增加"	5	300	0	0	0	0	0	0	-1	-1	3	363	0	0	0	0	3	3	3	3	3	3	3	13	2	0	0	0	0	0	13	0
365	"击杀怪物时魔力恢复"	1	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	14	1	0	0	0	0	0	14	0
366	"击杀怪物时魔力恢复"	2	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	14	1	0	0	0	0	0	14	0
367	"击杀怪物时魔力恢复"	3	14	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	14	1	0	0	0	0	0	14	0
368	"击杀怪物时魔力恢复"	4	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	14	2	0	0	0	0	0	14	0
369	"击杀怪物时魔力恢复"	5	8	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	14	2	0	0	0	0	0	14	0
370	"击杀怪物时生命力恢复"	1	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	2	15	1	0	0	0	0	0	15	0
371	"击杀怪物时生命力恢复"	2	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	2	15	1	0	0	0	0	0	15	0
372	"击杀怪物时生命力恢复"	3	14	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	2	15	1	0	0	0	0	0	15	0
373	"击杀怪物时生命力恢复"	4	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	2	15	1	0	0	0	0	0	15	0
374	"击杀怪物时生命力恢复"	5	8	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	2	15	2	0	0	0	0	0	15	0
375	"击杀怪物时 SD恢复"	1	7	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	16	1	0	0	0	0	0	16	0
376	"击杀怪物时 SD恢复"	2	6	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	16	1	0	0	0	0	0	16	0
377	"击杀怪物时 SD恢复"	3	5	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	16	1	0	0	0	0	0	16	0
378	"击杀怪物时 SD恢复"	4	4	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	16	2	0	0	0	0	0	16	0
379	"击杀怪物时 SD恢复"	5	3	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	16	2	0	0	0	0	0	16	0
380	"经验值上升"	1	8	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	17	1	0	0	0	0	0	17	0
381	"经验值上升"	2	16	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	17	1	0	0	0	0	0	17	0
382	"经验值上升"	3	24	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	17	1	0	0	0	0	0	17	0
383	"经验值上升"	4	32	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	17	2	0	0	0	0	0	17	0
384	"经验值上升"	5	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	17	2	0	0	0	0	0	17	0
385	"最大防护值增加"	1	300	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	18	1	0	0	0	0	0	18	0
386	"最大防护值增加"	2	450	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	18	1	0	0	0	0	0	18	0
387	"最大防护值增加"	3	600	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	18	2	0	0	0	0	0	18	0
388	"最大防护值增加"	4	750	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	18	2	0	0	0	0	0	18	0
389	"最大防护值增加"	5	900	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	18	2	0	0	0	0	0	18	0
390	"防护值恢复速度上升"	1	10	0	0	0	0	0	0	-1	-1	3	389	0	0	0	0	3	3	3	3	3	3	4	19	1	0	0	0	0	0	19	0
391	"防护值恢复速度上升"	2	20	0	0	0	0	0	0	-1	-1	3	390	0	0	0	0	3	3	3	3	3	3	4	19	1	0	0	0	0	0	19	0
392	"防护值恢复速度上升"	3	30	0	0	0	0	0	0	-1	-1	3	391	0	0	0	0	3	3	3	3	3	3	4	19	2	0	0	0	0	0	19	0
393	"防护值恢复速度上升"	4	40	0	0	0	0	0	0	-1	-1	3	392	0	0	0	0	3	3	3	3	3	3	4	19	2	0	0	0	0	0	19	0
394	"防护值恢复速度上升"	5	50	0	0	0	0	0	0	-1	-1	3	393	0	0	0	0	3	3	3	3	3	3	4	19	2	0	0	0	0	0	19	0
395	"最大攻击力上升"	1	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	3	3	0	3	0	4	20	1	0	0	0	0	0	20	0
396	"最大攻击力上升"	2	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	3	3	0	3	0	4	20	1	0	0	0	0	0	20	0
397	"最大攻击力上升"	3	30	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	3	3	0	3	0	4	20	2	0	0	0	0	0	20	0
398	"最大攻击力上升"	4	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	3	3	0	3	0	4	20	2	0	0	0	0	0	20	0
399	"最大攻击力上升"	5	50	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	3	3	0	3	0	4	20	2	0	0	0	0	0	20	0
400	"最小攻击力上升"	1	8	0	0	0	0	0	0	-1	-1	3	399	0	0	0	0	0	3	3	0	3	0	4	21	1	0	0	0	0	0	21	0
401	"最小攻击力上升"	2	16	0	0	0	0	0	0	-1	-1	3	400	0	0	0	0	0	3	3	0	3	0	4	21	1	0	0	0	0	0	21	0
402	"最小攻击力上升"	3	24	0	0	0	0	0	0	-1	-1	3	401	0	0	0	0	0	3	3	0	3	0	4	21	2	0	0	0	0	0	21	0
403	"最小攻击力上升"	4	32	0	0	0	0	0	0	-1	-1	3	402	0	0	0	0	0	3	3	0	3	0	4	21	2	0	0	0	0	0	21	0
404	"最小攻击力上升"	5	40	0	0	0	0	0	0	-1	-1	3	403	0	0	0	0	0	3	3	0	3	0	4	21	2	0	0	0	0	0	21	0
405	"强化魔法值减少"	1	5	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	22	1	0	0	0	0	0	22	0
406	"强化魔法值减少"	2	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	22	1	0	0	0	0	0	22	0
407	"强化魔法值减少"	3	15	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	22	2	0	0	0	0	0	22	0
408	"强化魔法值减少"	4	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	22	2	0	0	0	0	0	22	0
409	"强化魔法值减少"	5	25	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	4	22	2	0	0	0	0	0	22	0
410	"最大魔力上升"	1	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	3	4	23	1	0	0	0	0	0	23	0
411	"最大魔力上升"	2	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	3	4	23	1	0	0	0	0	0	23	0
412	"最大魔力上升"	3	30	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	3	4	23	2	0	0	0	0	0	23	0
413	"最大魔力上升"	4	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	3	4	23	2	0	0	0	0	0	23	0
414	"最大魔力上升"	5	50	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	0	0	0	0	3	4	23	2	0	0	0	0	0	23	0
415	"最小魔力上升"	1	8	0	0	0	0	0	0	-1	-1	3	414	0	0	0	0	3	0	0	0	0	3	4	24	1	0	0	0	0	0	24	0
416	"最小魔力上升"	2	16	0	0	0	0	0	0	-1	-1	3	415	0	0	0	0	3	0	0	0	0	3	4	24	1	0	0	0	0	0	24	0
417	"最小魔力上升"	3	24	0	0	0	0	0	0	-1	-1	3	416	0	0	0	0	3	0	0	0	0	3	4	24	2	0	0	0	0	0	24	0
418	"最小魔力上升"	4	32	0	0	0	0	0	0	-1	-1	3	417	0	0	0	0	3	0	0	0	0	3	4	24	2	0	0	0	0	0	24	0
419	"最小魔力上升"	5	40	0	0	0	0	0	0	-1	-1	3	418	0	0	0	0	3	0	0	0	0	3	4	24	2	0	0	0	0	0	24	0
420	"宠物耐久消耗减少"	1	100	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	4	27	1	0	0	0	0	0	25	0
421	"宠物耐久消耗减少"	2	200	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	4	27	1	0	0	0	0	0	25	0
422	"宠物耐久消耗减少"	3	300	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	4	27	1	0	0	0	0	0	25	0
423	"宠物耐久消耗减少"	4	400	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	4	27	2	0	0	0	0	0	25	0
424	"宠物耐久消耗减少"	5	500	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	4	27	2	0	0	0	0	0	25	0
425	"最大攻击力/魔力上升"	1	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	3	0	0	4	25	1	0	0	0	0	0	23	0
426	"最大攻击力/魔力上升"	2	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	3	0	0	4	25	1	0	0	0	0	0	23	0
427	"最大攻击力/魔力上升"	3	30	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	3	0	0	4	25	2	0	0	0	0	0	23	0
428	"最大攻击力/魔力上升"	4	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	3	0	0	4	25	2	0	0	0	0	0	23	0
429	"最大攻击力/魔力上升"	5	50	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	3	0	0	4	25	2	0	0	0	0	0	23	0
430	"最小攻击力/魔力上升"	1	8	0	0	0	0	0	0	-1	-1	3	429	0	0	0	0	0	0	0	3	0	0	4	26	1	0	0	0	0	0	24	0
431	"最小攻击力/魔力上升"	2	16	0	0	0	0	0	0	-1	-1	3	430	0	0	0	0	0	0	0	3	0	0	4	26	1	0	0	0	0	0	24	0
432	"最小攻击力/魔力上升"	3	24	0	0	0	0	0	0	-1	-1	3	431	0	0	0	0	0	0	0	3	0	0	4	26	2	0	0	0	0	0	24	0
433	"最小攻击力/魔力上升"	4	32	0	0	0	0	0	0	-1	-1	3	432	0	0	0	0	0	0	0	3	0	0	4	26	2	0	0	0	0	0	24	0
434	"最小攻击力/魔力上升"	5	40	0	0	0	0	0	0	-1	-1	3	433	0	0	0	0	0	0	0	3	0	0	4	26	2	0	0	0	0	0	24	0
435	"守护之魂强化"	1	3	77	24	6	0	126	0	-1	1	4	16	0	0	0	0	3	0	0	0	0	0	2	28	1	0	0	0	0	0	28	1
436	"守护之魂强化"	2	6	84	26	6	0	126	0	-1	1	4	435	0	0	0	0	3	0	0	0	0	0	2	28	1	0	0	0	0	0	28	1
437	"守护之魂强化"	3	9	91	28	6	0	126	0	-1	1	4	436	0	0	0	0	3	0	0	0	0	0	2	28	1	0	0	0	0	0	28	1
438	"守护之魂强化"	4	12	98	30	6	0	126	0	-1	1	4	437	0	0	0	0	3	0	0	0	0	0	2	28	1	0	0	0	0	0	28	1
439	"守护之魂强化"	5	15	105	33	6	0	126	0	-1	1	4	438	0	0	0	0	3	0	0	0	0	0	2	28	2	0	0	0	0	0	28	1
440	"地狱火强化"	1	135	176	0	0	0	100	0	3	1	4	10	0	0	0	0	3	0	0	0	0	0	2	29	1	0	0	0	0	0	29	0
441	"地狱火强化"	2	150	192	0	0	0	100	0	3	1	4	440	0	0	0	0	3	0	0	0	0	0	2	29	1	0	0	0	0	0	29	0
442	"地狱火强化"	3	165	208	0	0	0	100	0	3	1	4	441	0	0	0	0	3	0	0	0	0	0	2	29	1	0	0	0	0	0	29	0
443	"地狱火强化"	4	180	224	0	0	0	100	0	3	1	4	442	0	0	0	0	3	0	0	0	0	0	2	29	1	0	0	0	0	0	29	0
444	"地狱火强化"	5	195	240	0	0	0	100	0	3	1	4	443	0	0	0	0	3	0	0	0	0	0	2	29	2	0	0	0	0	0	29	0
445	"黑龙波强化"	1	50	99	0	6	0	100	0	-1	1	4	9	0	0	0	0	3	0	0	0	0	0	4	30	1	0	0	0	0	0	30	0
446	"黑龙波强化"	2	55	108	0	6	0	100	0	-1	1	4	445	0	0	0	0	3	0	0	0	0	0	4	30	1	0	0	0	0	0	30	0
447	"黑龙波强化"	3	60	117	0	6	0	100	0	-1	1	4	446	0	0	0	0	3	0	0	0	0	0	4	30	2	0	0	0	0	0	30	0
448	"黑龙波强化"	4	65	126	0	6	0	100	0	-1	1	4	447	0	0	0	0	3	0	0	0	0	0	4	30	2	0	0	0	0	0	30	0
449	"黑龙波强化"	5	70	135	0	6	0	100	0	-1	1	4	448	0	0	0	0	3	0	0	0	0	0	4	30	2	0	0	0	0	0	30	0
450	"暴风雪强化"	1	85	110	5	6	0	223	0	0	1	4	39	0	0	0	0	3	0	0	0	0	0	4	31	1	0	0	0	0	0	31	0
451	"暴风雪强化"	2	90	120	6	6	0	223	0	0	1	4	450	0	0	0	0	3	0	0	0	0	0	4	31	1	0	0	0	0	0	31	0
452	"暴风雪强化"	3	95	130	6	6	0	223	0	0	1	4	451	0	0	0	0	3	0	0	0	0	0	4	31	2	0	0	0	0	0	31	0
453	"暴风雪强化"	4	100	140	7	6	0	223	0	0	1	4	452	0	0	0	0	3	0	0	0	0	0	4	31	2	0	0	0	0	0	31	0
454	"暴风雪强化"	5	105	150	7	6	0	223	0	0	1	4	453	0	0	0	0	3	0	0	0	0	0	4	31	2	0	0	0	0	0	31	0
455	"霹雳回旋斩强化"	1	2	10	10	2	0	0	0	5	0	4	41	0	0	0	0	0	3	0	0	0	0	2	32	1	0	0	0	0	0	32	0
456	"霹雳回旋斩强化"	2	4	10	10	2	0	0	0	5	0	4	455	0	0	0	0	0	3	0	0	0	0	2	32	1	0	0	0	0	0	32	0
457	"霹雳回旋斩强化"	3	6	10	10	2	0	0	0	5	0	4	456	0	0	0	0	0	3	0	0	0	0	2	32	1	0	0	0	0	0	32	0
458	"霹雳回旋斩强化"	4	8	10	10	2	0	0	0	5	0	4	457	0	0	0	0	0	3	0	0	0	0	2	32	1	0	0	0	0	0	32	0
459	"霹雳回旋斩强化"	5	10	10	10	3	0	0	0	5	0	4	458	0	0	0	0	0	3	0	0	0	0	2	32	2	0	0	0	0	0	32	0
460	"袭风刺强化"	1	75	15	13	2	0	0	0	5	0	4	43	0	0	0	0	0	3	0	0	0	0	4	33	1	0	0	0	0	0	33	0
461	"袭风刺强化"	2	80	15	14	2	0	0	0	5	0	4	460	0	0	0	0	0	3	0	0	0	0	4	33	1	0	0	0	0	0	33	0
462	"袭风刺强化"	3	85	15	15	2	0	0	0	5	0	4	461	0	0	0	0	0	3	0	0	0	0	4	33	2	0	0	0	0	0	33	0
463	"袭风刺强化"	4	90	15	16	2	0	0	0	5	0	4	462	0	0	0	0	0	3	0	0	0	0	4	33	2	0	0	0	0	0	33	0
464	"袭风刺强化"	5	95	15	18	3	0	0	0	5	0	4	463	0	0	0	0	0	3	0	0	0	0	4	33	2	0	0	0	0	0	33	0
465	"雷霆裂闪强化"	1	65	25	22	3	0	0	0	4	0	4	42	0	0	0	0	0	3	0	0	0	0	4	34	1	0	0	0	0	0	34	0
466	"雷霆裂闪强化"	2	70	25	24	3	0	0	0	4	0	4	465	0	0	0	0	0	3	0	0	0	0	4	34	1	0	0	0	0	0	34	0
467	"雷霆裂闪强化"	3	75	25	26	3	0	0	0	4	0	4	466	0	0	0	0	0	3	0	0	0	0	4	34	2	0	0	0	0	0	34	0
468	"雷霆裂闪强化"	4	80	25	28	3	0	0	0	4	0	4	467	0	0	0	0	0	3	0	0	0	0	4	34	2	0	0	0	0	0	34	0
469	"雷霆裂闪强化"	5	85	25	30	4	0	0	0	4	0	4	468	0	0	0	0	0	3	0	0	0	0	4	34	2	0	0	0	0	0	34	0
470	"生命之光强化"	1	2	22	26	0	0	0	0	-1	-1	4	48	0	0	0	0	0	3	0	0	0	0	2	35	1	0	0	0	0	0	35	1
471	"生命之光强化"	2	4	22	28	0	0	0	0	-1	-1	4	470	0	0	0	0	0	3	0	0	0	0	2	35	1	0	0	0	0	0	35	1
472	"生命之光强化"	3	6	22	31	0	0	0	0	-1	-1	4	471	0	0	0	0	0	3	0	0	0	0	2	35	1	0	0	0	0	0	35	1
473	"生命之光强化"	4	8	22	33	0	0	0	0	-1	-1	4	472	0	0	0	0	0	3	0	0	0	0	2	35	1	0	0	0	0	0	35	1
474	"生命之光强化"	5	10	22	36	0	0	0	0	-1	-1	4	473	0	0	0	0	0	3	0	0	0	0	2	35	2	0	0	0	0	0	35	1
475	"治疗强化"	1	10	22	0	6	0	100	0	-1	0	4	26	0	0	0	0	0	0	3	0	0	0	2	36	1	0	0	0	0	0	36	0
476	"治疗强化"	2	20	24	0	6	0	100	0	-1	0	4	475	0	0	0	0	0	0	3	0	0	0	2	36	1	0	0	0	0	0	36	0
477	"治疗强化"	3	30	26	0	6	0	100	0	-1	0	4	476	0	0	0	0	0	0	3	0	0	0	2	36	1	0	0	0	0	0	36	0
478	"治疗强化"	4	40	28	0	6	0	100	0	-1	0	4	477	0	0	0	0	0	0	3	0	0	0	2	36	1	0	0	0	0	0	36	0
479	"治疗强化"	5	50	30	0	6	0	100	0	-1	0	4	478	0	0	0	0	0	0	3	0	0	0	2	36	2	0	0	0	0	0	36	0
480	"守护之光强化"	1	76	33	0	6	0	100	0	-1	-1	4	27	0	0	0	0	0	0	3	0	0	0	4	37	1	0	0	0	0	0	37	1
481	"守护之光强化"	2	72	36	0	6	0	100	0	-1	-1	4	480	0	0	0	0	0	0	3	0	0	0	4	37	1	0	0	0	0	0	37	1
482	"守护之光强化"	3	68	39	0	6	0	100	0	-1	-1	4	481	0	0	0	0	0	0	3	0	0	0	4	37	2	0	0	0	0	0	37	1
483	"守护之光强化"	4	64	42	0	6	0	100	0	-1	-1	4	482	0	0	0	0	0	0	3	0	0	0	4	37	2	0	0	0	0	0	37	1
484	"守护之光强化"	5	60	45	0	6	0	100	0	-1	-1	4	483	0	0	0	0	0	0	3	0	0	0	4	37	2	0	0	0	0	0	37	1
485	"战神之力强化"	1	67	44	0	6	0	100	0	-1	-1	4	28	0	0	0	0	0	0	3	0	0	0	4	38	1	0	0	0	0	0	38	1
486	"战神之力强化"	2	62	48	0	6	0	100	0	-1	-1	4	485	0	0	0	0	0	0	3	0	0	0	4	38	1	0	0	0	0	0	38	1
487	"战神之力强化"	3	59	52	0	6	0	100	0	-1	-1	4	486	0	0	0	0	0	0	3	0	0	0	4	38	2	0	0	0	0	0	38	1
488	"战神之力强化"	4	56	56	0	6	0	100	0	-1	-1	4	487	0	0	0	0	0	0	3	0	0	0	4	38	2	0	0	0	0	0	38	1
489	"战神之力强化"	5	53	60	0	6	0	100	0	-1	-1	4	488	0	0	0	0	0	0	3	0	0	0	4	38	2	0	0	0	0	0	38	1
490	"多重箭强化"	1	2	5	0	6	0	0	0	-1	0	4	24	0	0	0	0	0	0	3	0	0	0	2	39	1	0	0	0	0	0	39	0
491	"多重箭强化"	2	4	5	0	6	0	0	0	-1	0	4	490	0	0	0	0	0	0	3	0	0	0	2	39	1	0	0	0	0	0	39	0
492	"多重箭强化"	3	6	5	0	6	0	0	0	-1	0	4	491	0	0	0	0	0	0	3	0	0	0	2	39	1	0	0	0	0	0	39	0
493	"多重箭强化"	4	8	5	0	6	0	0	0	-1	0	4	492	0	0	0	0	0	0	3	0	0	0	2	39	1	0	0	0	0	0	39	0
494	"多重箭强化"	5	10	5	0	6	0	0	0	-1	0	4	493	0	0	0	0	0	0	3	0	0	0	2	39	2	0	0	0	0	0	39	0
495	"霹雳回旋斩强化"	1	2	10	11	2	0	0	0	5	0	4	41	0	0	0	0	0	0	0	3	0	0	2	40	1	0	0	0	0	0	40	0
496	"霹雳回旋斩强化"	2	4	10	12	2	0	0	0	5	0	4	495	0	0	0	0	0	0	0	3	0	0	2	40	1	0	0	0	0	0	40	0
497	"霹雳回旋斩强化"	3	6	10	13	2	0	0	0	5	0	4	496	0	0	0	0	0	0	0	3	0	0	2	40	1	0	0	0	0	0	40	0
498	"霹雳回旋斩强化"	4	8	10	14	2	0	0	0	5	0	4	497	0	0	0	0	0	0	0	3	0	0	2	40	1	0	0	0	0	0	40	0
499	"霹雳回旋斩强化"	5	10	10	15	3	0	0	0	5	0	4	498	0	0	0	0	0	0	0	3	0	0	2	40	2	0	0	0	0	0	40	0
500	"玄月斩强化"	1	85	15	22	2	0	0	0	1	-1	4	55	0	0	0	0	0	0	0	3	0	0	4	41	1	0	0	0	0	0	41	2
501	"玄月斩强化"	2	90	15	24	2	0	0	0	1	-1	4	500	0	0	0	0	0	0	0	3	0	0	4	41	1	0	0	0	0	0	41	2
502	"玄月斩强化"	3	95	15	26	2	0	0	0	1	-1	4	501	0	0	0	0	0	0	0	3	0	0	4	41	2	0	0	0	0	0	41	2
503	"玄月斩强化"	4	100	15	28	2	0	0	0	1	-1	4	502	0	0	0	0	0	0	0	3	0	0	4	41	2	0	0	0	0	0	41	2
504	"玄月斩强化"	5	105	15	30	3	0	0	0	1	-1	4	503	0	0	0	0	0	0	0	3	0	0	4	41	2	0	0	0	0	0	41	2
505	"天雷闪强化"	1	5	15	0	5	0	100	0	-1	-1	4	56	0	0	0	0	0	0	0	3	0	0	4	42	1	0	0	0	0	0	42	0
506	"天雷闪强化"	2	10	15	0	5	0	100	0	-1	-1	4	505	0	0	0	0	0	0	0	3	0	0	4	42	1	0	0	0	0	0	42	0
507	"天雷闪强化"	3	15	15	0	5	0	100	0	-1	-1	4	506	0	0	0	0	0	0	0	3	0	0	4	42	2	0	0	0	0	0	42	0
508	"天雷闪强化"	4	20	15	0	5	0	100	0	-1	-1	4	507	0	0	0	0	0	0	0	3	0	0	4	42	2	0	0	0	0	0	42	0
509	"天雷闪强化"	5	25	15	0	6	0	100	0	-1	-1	4	508	0	0	0	0	0	0	0	3	0	0	4	42	2	0	0	0	0	0	42	0
510	"爆炎强化"	1	80	165	0	3	0	150	0	2	1	4	13	0	0	0	0	0	0	0	3	0	0	2	43	1	0	0	0	0	0	43	0
511	"爆炎强化"	2	90	180	0	3	0	150	0	2	1	4	510	0	0	0	0	0	0	0	3	0	0	2	43	1	0	0	0	0	0	43	0
512	"爆炎强化"	3	100	195	0	3	0	150	0	2	1	4	511	0	0	0	0	0	0	0	3	0	0	2	43	1	0	0	0	0	0	43	0
513	"爆炎强化"	4	110	210	0	3	0	150	0	2	1	4	512	0	0	0	0	0	0	0	3	0	0	2	43	1	0	0	0	0	0	43	0
514	"爆炎强化"	5	120	225	0	4	0	150	0	2	1	4	513	0	0	0	0	0	0	0	3	0	0	2	43	2	0	0	0	0	0	43	0
515	"地裂强化"	1	155	0	55	10	10000	0	0	2	0	4	62	0	0	0	0	0	0	0	0	3	3	2	44	1	0	0	0	0	0	44	0
